0-1yr	X	CK	X	N	X	NS	X	NSM	X	NB	2-3yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB
	0.761006	0.002649														0.45375	0.041473	0.58643	0.012737	0.620513	0.0035				0.49726	0.005973	0.703488	0.002179	0.555896	0.004777	0.495225	0.02299				0.48856	0.049829	0.673469	0.001789	0.478261	0.043825	0.47389	0.114917
	0.763103	0.002693														0.455	0.038931	0.588045	0.012159	0.622222	0.003473				0.49863	0.005924	0.705426	0.002207	0.557427	0.004717	0.496589	0.023061				0.489906	0.04996	0.675325	0.001808	0.479578	0.043944	0.475196	0.113649
	0.765199	0.002738														0.45625	0.039027	0.589661	0.012182	0.623932	0.0035				0.5	0.005886	0.707364	0.002235	0.558959	0.004742	0.497954	0.01945				0.491252	0.043132	0.67718	0.001688	0.480896	0.042858	0.476501	0.111277
	0.767296	0.002784														0.4575	0.039123	0.591276	0.011978	0.625641	0.003528				0.50137	0.00589	0.709302	0.002263	0.56049	0.004616	0.499318	0.019511				0.492598	0.043232	0.679035	0.001707	0.482213	0.042778	0.477807	0.108605
	0.769392	0.002832														0.45875	0.039168	0.592892	0.01184	0.62735	0.003174				0.50274	0.005609	0.71124	0.002292	0.562021	0.004575	0.500682	0.019573				0.493943	0.043206	0.680891	0.001726	0.483531	0.039567	0.479112	0.105102
	0.771488	0.00288														0.46	0.039213	0.594507	0.010822	0.62906	0.002911				0.50411	0.005547	0.713178	0.002321	0.563553	0.004547	0.502046	0.019635				0.495289	0.04333	0.682746	0.001745	0.484848	0.039527	0.480418	0.103167
	0.773585	0.00293														0.46125	0.039311	0.596123	0.010875	0.630769	0.002822				0.505479	0.005498	0.715116	0.002351	0.565084	0.004438	0.503411	0.019665				0.496635	0.043454	0.684601	0.001764	0.486166	0.039434	0.481723	0.103364
	0.775681	0.002981														0.4625	0.039405	0.597738	0.01067	0.632479	0.002845				0.506849	0.00551	0.717054	0.002382	0.566616	0.004442	0.504775	0.019728				0.497981	0.043569	0.686456	0.001784	0.487484	0.039543	0.483029	0.103017
	0.777778	0.003034														0.46375	0.039504	0.599354	0.009632	0.634188	0.002397				0.508219	0.005522	0.718992	0.002413	0.568147	0.004467	0.506139	0.019028				0.499327	0.043692	0.688312	0.001804	0.488801	0.039183	0.484334	0.102914
	0.779874	0.003088														0.465	0.038473	0.600969	0.009311	0.635897	0.002341				0.509589	0.005538	0.72093	0.002445	0.569678	0.0044	0.507503	0.019089				0.500673	0.043818	0.690167	0.001825	0.490119	0.033983	0.48564	0.102634
	0.781971	0.003143														0.46625	0.03857	0.602585	0.008409	0.637607	0.002361				0.510959	0.005544	0.722868	0.002477	0.57121	0.004154	0.508868	0.019151				0.502019	0.043943	0.692022	0.001846	0.491436	0.033594	0.486945	0.102902
	0.784067	0.0032														0.4675	0.03395	0.6042	0.008354	0.639316	0.002246				0.512329	0.005394	0.724806	0.00251	0.572741	0.004155	0.510232	0.018323				0.503365	0.044071	0.693878	0.001867	0.492754	0.029986	0.488251	0.10285
	0.786164	0.003258														0.46875	0.034036	0.605816	0.008391	0.641026	0.002266				0.513699	0.004823	0.726744	0.002544	0.574273	0.003637	0.511596	0.018377				0.504711	0.044081	0.695733	0.001888	0.494071	0.029541	0.489556	0.101243
	0.78826	0.003318														0.47	0.034123	0.607431	0.008339	0.642735	0.002285				0.515068	0.003909	0.728682	0.002578	0.575804	0.003631	0.51296	0.018436				0.506057	0.04421	0.697588	0.00191	0.495389	0.029343	0.490862	0.099741
	0.790356	0.00338														0.47125	0.03421	0.609047	0.007953	0.644444	0.002305				0.516438	0.003799	0.73062	0.002613	0.577335	0.003495	0.514325	0.018497				0.507402	0.036597	0.699443	0.001933	0.496706	0.02942	0.492167	0.096306
	0.792453	0.003444														0.4725	0.034298	0.610662	0.007888	0.646154	0.002326				0.517808	0.003562	0.732558	0.002649	0.578867	0.003437	0.515689	0.017749				0.508748	0.035688	0.701299	0.001955	0.498024	0.029372	0.493473	0.092907
	0.794549	0.003509														0.47375	0.030419	0.612278	0.007742	0.647863	0.002262				0.519178	0.003565	0.734496	0.002686	0.580398	0.003428	0.517053	0.017808				0.510094	0.035703	0.703154	0.001979	0.499341	0.029433	0.494778	0.093031
	0.796646	0.003576														0.475	0.030498	0.613893	0.007632	0.649573	0.002282				0.520548	0.003533	0.736434	0.002723	0.58193	0.003397	0.518417	0.013595				0.51144	0.035612	0.705009	0.002002	0.500659	0.029467	0.496084	0.091839
	0.798742	0.003645														0.47625	0.030578	0.615509	0.006628	0.651282	0.002216				0.521918	0.003481	0.738372	0.002761	0.583461	0.003387	0.519782	0.013643				0.512786	0.035719	0.706865	0.002026	0.501976	0.029494	0.497389	0.091468
	0.800839	0.003716														0.4775	0.030657	0.617124	0.006275	0.652991	0.002236				0.523288	0.003198	0.74031	0.0028	0.584992	0.003408	0.521146	0.013686				0.514132	0.035567	0.70872	0.002051	0.503294	0.028863	0.498695	0.087314
	0.802935	0.00379														0.47875	0.030698	0.61874	0.006262	0.654701	0.002166				0.524658	0.003186	0.742248	0.00284	0.586524	0.003344	0.52251	0.013314				0.515478	0.035675	0.710575	0.002075	0.504611	0.028268	0.5	0.085336
																0.48	0.026511	0.620355	0.006161	0.65641	0.002186				0.526027	0.003201	0.744186	0.002881	0.588055	0.003277	0.523874	0.01336				0.516824	0.035783	0.71243	0.002101	0.505929	0.028352	0.501305	0.085568
																0.48125	0.02658	0.621971	0.005787	0.65812	0.002113				0.527397	0.003149	0.746124	0.002922	0.589587	0.003297	0.525239	0.012545				0.51817	0.035402	0.714286	0.002126	0.507246	0.028436	0.502611	0.083959
																0.4825	0.025706	0.623586	0.005721	0.659829	0.002037				0.528767	0.003164	0.748062	0.002965	0.591118	0.003214	0.526603	0.012554				0.519515	0.035369	0.716141	0.002153	0.508564	0.028439	0.503916	0.082717
																0.48375	0.025775	0.625202	0.005572	0.661538	0.002056				0.530137	0.003151	0.75	0.003008	0.592649	0.003105	0.527967	0.012598				0.520861	0.034905	0.717996	0.002179	0.509881	0.027434	0.505222	0.079804
																0.485	0.023447	0.626817	0.005264	0.663248	0.002075				0.531507	0.003097	0.751938	0.003053	0.594181	0.003089	0.529332	0.012642				0.522207	0.033328	0.719852	0.002207	0.511199	0.027492	0.506527	0.077765
																0.48625	0.02351	0.628433	0.005268	0.664957	0.002095				0.532877	0.003065	0.753876	0.003098	0.595712	0.003109	0.530696	0.012688				0.523553	0.033425	0.721707	0.002235	0.512516	0.026584	0.507833	0.077981
																0.4875	0.018736	0.630048	0.005187	0.666667	0.002114				0.534247	0.003063	0.755814	0.003144	0.597243	0.003029	0.53206	0.012575				0.524899	0.033529	0.723562	0.002263	0.513834	0.026602	0.509138	0.075724
																0.48875	0.018732	0.631664	0.004992	0.668376	0.002135				0.535616	0.00306	0.757752	0.003192	0.598775	0.003049	0.533424	0.010961				0.526245	0.02998	0.725417	0.002292	0.515152	0.022971	0.510444	0.074624
																0.49	0.018723	0.633279	0.005028	0.670085	0.002155				0.536986	0.00302	0.75969	0.00324	0.600306	0.002965	0.534789	0.010994				0.527591	0.030067	0.727273	0.002321	0.516469	0.022982	0.511749	0.073133
																0.49125	0.018771	0.634895	0.004965	0.671795	0.002072				0.538356	0.002948	0.761628	0.00329	0.601838	0.002985	0.536153	0.011035				0.528937	0.030163	0.729128	0.002351	0.517787	0.021281	0.513055	0.070624
																0.4925	0.018228	0.636511	0.004516	0.673504	0.002092				0.539726	0.002943	0.763566	0.003341	0.603369	0.002965	0.537517	0.011077				0.530283	0.029333	0.730983	0.002382	0.519104	0.021348	0.51436	0.0675
																0.49375	0.01828	0.638126	0.004357	0.675214	0.002113				0.541096	0.002906	0.765504	0.003393	0.6049	0.002985	0.538881	0.011093				0.531629	0.028021	0.732839	0.002413	0.520422	0.021377	0.515666	0.06522
																0.495	0.018331	0.639742	0.004346	0.676923	0.002025				0.542466	0.002778	0.767442	0.003446	0.606432	0.003005	0.540246	0.011135				0.532974	0.02774	0.734694	0.002445	0.521739	0.021168	0.516971	0.064016
																0.49625	0.018383	0.641357	0.004256	0.678632	0.002045				0.543836	0.002736	0.76938	0.0035	0.607963	0.002984	0.54161	0.01108				0.53432	0.02783	0.736549	0.002477	0.523057	0.020929	0.518277	0.061393
																0.4975	0.015923	0.642973	0.003702	0.680342	0.001754				0.545205	0.002516	0.771318	0.003556	0.609495	0.002963	0.542974	0.009662				0.535666	0.024105	0.738404	0.00251	0.524374	0.020983	0.519582	0.06157
																0.49875	0.015969	0.644588	0.003466	0.682051	0.001772				0.546575	0.002529	0.773256	0.003613	0.611026	0.002983	0.544338	0.0097				0.537012	0.024184	0.74026	0.002544	0.525692	0.021006	0.520888	0.061706
																0.5	0.015998	0.646204	0.003437	0.683761	0.00179				0.547945	0.002542	0.775194	0.003672	0.612557	0.002888	0.545703	0.009738				0.538358	0.024264	0.742115	0.002578	0.527009	0.021073	0.522193	0.061495
																0.50125	0.016045	0.647819	0.003406	0.68547	0.001808				0.549315	0.002473	0.777132	0.003732	0.614089	0.002908	0.547067	0.009777				0.539704	0.024345	0.74397	0.002613	0.528327	0.02114	0.523499	0.057212
																0.5025	0.016093	0.649435	0.003273	0.687179	0.001827				0.550685	0.002446	0.77907	0.003793	0.61562	0.002884	0.548431	0.009815				0.54105	0.024426	0.745826	0.002649	0.529644	0.021208	0.524804	0.057378
																0.50375	0.016139	0.65105	0.003195	0.688889	0.001846				0.552055	0.002393	0.781008	0.003856	0.617152	0.00286	0.549795	0.009678				0.542396	0.019783	0.747681	0.002686	0.530962	0.021232	0.52611	0.056527
																0.505	0.016187	0.652666	0.003221	0.690598	0.001865				0.553425	0.002405	0.782946	0.003921	0.618683	0.002834	0.55116	0.009268				0.543742	0.019851	0.749536	0.002723	0.532279	0.021301	0.527415	0.054429
																0.50625	0.016235	0.654281	0.003247	0.692308	0.001884				0.554795	0.002418	0.784884	0.003987	0.620214	0.002854	0.552524	0.009303				0.545087	0.016067	0.751391	0.002761	0.533597	0.021364	0.528721	0.05459
																0.5075	0.016283	0.655897	0.003274	0.694017	0.001904				0.556164	0.002431	0.786822	0.004055	0.621746	0.002828	0.553888	0.009333				0.546433	0.016122	0.753247	0.0028	0.534914	0.021434	0.530026	0.05352
																0.50875	0.015362	0.657512	0.003068	0.695726	0.001924				0.557534	0.002419	0.78876	0.004125	0.623277	0.002848	0.555252	0.009372				0.547779	0.014517	0.755102	0.00284	0.536232	0.021497	0.531332	0.050136
																0.51	0.015408	0.659128	0.003094	0.697436	0.001718				0.558904	0.002407	0.790698	0.004197	0.624809	0.002542	0.556617	0.00941				0.549125	0.011009	0.756957	0.002881	0.537549	0.019323	0.532637	0.048911
																0.51125	0.015455	0.660743	0.00312	0.699145	0.001736				0.560274	0.002419	0.792636	0.00427	0.62634	0.002418	0.557981	0.009444				0.550471	0.01105	0.758813	0.002922	0.538867	0.0193	0.533943	0.047569
																0.5125	0.015493	0.662359	0.003018	0.700855	0.001755				0.561644	0.002407	0.794574	0.004346	0.627871	0.002436	0.559345	0.009483				0.551817	0.010904	0.760668	0.002965	0.540184	0.019365	0.535248	0.04771
																0.51375	0.015533	0.663974	0.002972	0.702564	0.001633				0.563014	0.002394	0.796512	0.004423	0.629403	0.0024	0.560709	0.009522				0.553163	0.01086	0.762523	0.003008	0.541502	0.019429	0.536554	0.047599
																0.515	0.01558	0.66559	0.002998	0.704274	0.001505				0.564384	0.002407	0.79845	0.004503	0.630934	0.002362	0.562074	0.009562				0.554509	0.010843	0.764378	0.003053	0.542819	0.019495	0.537859	0.04574
																0.51625	0.015343	0.667205	0.003024	0.705983	0.001522				0.565753	0.002393			0.632466	0.002323	0.563438	0.009594				0.555855	0.010338	0.766234	0.003098	0.544137	0.019559	0.539164	0.045439
																0.5175	0.01539	0.668821	0.002976	0.707692	0.001386				0.567123	0.002379			0.633997	0.00234	0.564802	0.009608				0.557201	0.01032	0.768089	0.003144	0.545455	0.01659	0.54047	0.045508
																0.51875	0.015436	0.670436	0.002794	0.709402	0.001402				0.568493	0.002318			0.635528	0.001903	0.566166	0.009648				0.558546	0.010337	0.769944	0.003192	0.546772	0.016602	0.541775	0.043254
																0.52	0.01548	0.672052	0.002819	0.711111	0.001418				0.569863	0.002303			0.63706	0.001918	0.567531	0.009686				0.559892	0.010379	0.7718	0.00324	0.54809	0.016659	0.543081	0.042028
																0.52125	0.015528	0.673667	0.002764	0.712821	0.001434				0.571233	0.002316			0.638591	0.001933	0.568895	0.009692				0.561238	0.008781	0.773655	0.00329	0.549407	0.016717	0.544386	0.040688
																0.5225	0.015265	0.675283	0.002788	0.71453	0.001287				0.572603	0.0023			0.640123	0.001882	0.570259	0.009733				0.562584	0.008786	0.77551	0.003341	0.550725	0.016775	0.545692	0.04049
																0.52375	0.015313	0.676898	0.002731	0.716239	0.001132				0.573973	0.002313			0.641654	0.001711	0.571623	0.009766				0.56393	0.008819	0.777365	0.003393	0.552042	0.016834	0.546997	0.040617
																0.525	0.01536	0.678514	0.002756	0.717949	0.001145				0.575342	0.002276			0.643185	0.001725	0.572988	0.009808				0.565276	0.007418	0.779221	0.003446	0.55336	0.016259	0.548303	0.040745
																0.52625	0.015408	0.680129	0.002781	0.719658	0.001158				0.576712	0.002289			0.644717	0.001739	0.574352	0.009845				0.566622	0.00745	0.781076	0.0035	0.554677	0.016312	0.549608	0.039715
																0.5275	0.01545	0.681745	0.002658	0.721368	0.001172				0.578082	0.002302			0.646248	0.001491	0.575716	0.009884				0.567968	0.007437	0.782931	0.003556	0.555995	0.01637	0.550914	0.039614
																0.52875	0.015496	0.68336	0.002682	0.723077	0.001186				0.579452	0.002285			0.647779	0.001426	0.57708	0.009887				0.569314	0.00746	0.784787	0.003613	0.557312	0.016427	0.552219	0.038357
																0.53	0.015489	0.684976	0.002707	0.724786	0.001201				0.580822	0.002268			0.649311	0.001437	0.578445	0.009929				0.570659	0.007488	0.786642	0.003672	0.55863	0.016483	0.553525	0.038479
																0.53125	0.015538	0.686591	0.002641	0.726496	0.001215				0.582192	0.002281			0.650842	0.001449	0.579809	0.009972				0.572005	0.007244	0.788497	0.003732	0.559947	0.014498	0.55483	0.038602
																0.5325	0.015583	0.688207	0.002573	0.728205	0.00123				0.583562	0.002241			0.652374	0.001461	0.581173	0.01001				0.573351	0.00589	0.790353	0.003793	0.561265	0.014531	0.556136	0.038544
																0.53375	0.012526	0.689822	0.002597	0.729915	0.001245				0.584932	0.002222			0.653905	0.001393	0.582538	0.01005				0.574697	0.0059	0.792208	0.003856	0.562582	0.014581	0.557441	0.033727
																0.535	0.012568	0.691438	0.002622	0.731624	0.001261				0.586301	0.002235			0.655436	0.001404	0.583902	0.010094				0.576043	0.00536	0.794063	0.003921	0.5639	0.01462	0.558747	0.033837
																0.53625	0.012609	0.693053	0.00255	0.733333	0.001276				0.587671	0.002248			0.656968	0.001416	0.585266	0.010138				0.577389	0.005386	0.795918	0.003987	0.565217	0.014668	0.560052	0.033722
																0.5375	0.012623	0.694669	0.002575	0.735043	0.001292				0.589041	0.002229			0.658499	0.001428	0.58663	0.01018				0.578735	0.005391	0.797774	0.004055	0.566535	0.014721	0.561358	0.033831
																0.53875	0.012649	0.696284	0.002599	0.736752	0.001309				0.590411	0.002242			0.660031	0.00144	0.587995	0.010222				0.580081	0.005233	0.799629	0.004125	0.567852	0.014776	0.562663	0.033941
																0.54	0.012689	0.6979	0.002625	0.738462	0.001325				0.591781	0.002255			0.661562	0.001452	0.589359	0.010229				0.581427	0.005247			0.56917	0.014831	0.563969	0.033141
																0.54125	0.012732	0.699515	0.002651	0.740171	0.001342				0.593151	0.002268			0.663093	0.001465	0.590723	0.010272				0.582773	0.00524			0.570487	0.014873	0.565274	0.032878
																0.5425	0.012768	0.701131	0.002573	0.74188	0.001359				0.594521	0.002248			0.664625	0.001478	0.592087	0.010317				0.584118	0.005266			0.571805	0.014907	0.56658	0.032987
																0.54375	0.012811	0.702746	0.002492	0.74359	0.001377				0.59589	0.002262			0.666156	0.00149	0.593452	0.010059				0.585464	0.005097			0.573123	0.014802	0.567885	0.033097
																0.545	0.012854	0.704362	0.002517	0.745299	0.001395				0.59726	0.002241			0.667688	0.001503	0.594816	0.010054				0.58681	0.005074			0.57444	0.013219	0.569191	0.032101
																0.54625	0.012898	0.705977	0.002542	0.747009	0.001413				0.59863	0.00222			0.669219	0.001516	0.59618	0.0101				0.588156	0.005086			0.575758	0.013269	0.570496	0.03185
																0.5475	0.01262	0.707593	0.002568	0.748718	0.001432				0.6	0.002234			0.67075	0.00153	0.597544	0.010142				0.589502	0.005079			0.577075	0.013321	0.571802	0.031354
																0.54875	0.01072	0.709208	0.002594	0.750427	0.001451				0.60137	0.002247			0.672282	0.001452	0.598909	0.010188				0.590848	0.005105			0.578393	0.011472	0.573107	0.031247
																0.55	0.010756	0.710824	0.002205	0.752137	0.00147				0.60274	0.002261			0.673813	0.001465	0.600273	0.010231				0.592194	0.005131			0.57971	0.011518	0.574413	0.030067
																0.55125	0.010793	0.712439	0.002105	0.753846	0.00149				0.60411	0.002239			0.675345	0.001385	0.601637	0.010264				0.59354	0.005157			0.581028	0.011543	0.575718	0.028463
																0.5525	0.010829	0.714055	0.002127	0.755556	0.00151				0.605479	0.002253			0.676876	0.001301	0.603001	0.010311				0.594886	0.005169			0.582345	0.009432	0.577023	0.028562
																0.55375	0.010836	0.71567	0.002149	0.757265	0.001531				0.606849	0.00223			0.678407	0.001312	0.604366	0.010359				0.596231	0.005159			0.583663	0.009259	0.578329	0.027688
																0.555	0.01087	0.717286	0.002172	0.758974	0.001552				0.608219	0.002244			0.679939	0.001324	0.60573	0.010368				0.597577	0.005185			0.58498	0.009295	0.579634	0.027785
																0.55625	0.010505	0.718901	0.002196	0.760684	0.001573				0.609589	0.002258			0.68147	0.001336	0.607094	0.010416				0.598923	0.005188			0.586298	0.009332	0.58094	0.02555
																0.5575	0.008277	0.720517	0.002219	0.762393	0.001595				0.610959	0.002272			0.683002	0.001349	0.608458	0.010465				0.600269	0.005177			0.587615	0.009137	0.582245	0.023642
																0.55875	0.008306	0.722132	0.002243	0.764103	0.001618				0.612329	0.002248			0.684533	0.001077	0.609823	0.010501				0.601615	0.005203			0.588933	0.006697	0.583551	0.022909
																0.56	0.008306	0.723748	0.002132	0.765812	0.001641				0.613699	0.002262			0.686064	0.001088	0.611187	0.01055				0.602961	0.005206			0.59025	0.006701	0.584856	0.022978
																0.56125	0.008338	0.725363	0.002156	0.767521	0.001664				0.615068	0.002276			0.687596	0.001098	0.612551	0.010596				0.604307	0.005194			0.591568	0.006733	0.586162	0.023062
																0.5625	0.008304	0.726979	0.00218	0.769231	0.001688				0.616438	0.002291			0.689127	0.001108	0.613915	0.010643				0.605653	0.005221			0.592885	0.006764	0.587467	0.023145
																0.56375	0.008331	0.728595	0.002204	0.77094	0.001712				0.617808	0.002305			0.690658	0.001006	0.61528	0.010693				0.606999	0.005249			0.594203	0.006727	0.588773	0.023147
																0.565	0.00836	0.73021	0.002229	0.77265	0.001737				0.619178	0.00232			0.69219	0.001016	0.616644	0.010713				0.608345	0.005204			0.59552	0.006759	0.590078	0.023232
																0.56625	0.008393	0.731826	0.002254	0.774359	0.001762				0.620548	0.002267			0.693721	0.001025	0.618008	0.010764				0.60969	0.00519			0.596838	0.006605	0.591384	0.023317
																0.5675	0.008416	0.733441	0.002279	0.776068	0.001788				0.621918	0.002282			0.695253	0.001035	0.619372	0.010816				0.611036	0.005166			0.598155	0.006636	0.592689	0.023402
																0.56875	0.008449	0.735057	0.002305	0.777778	0.001815				0.623288	0.002296			0.696784	0.001045	0.620737	0.010837				0.612382	0.005055			0.599473	0.006668	0.593995	0.023478
																0.57	0.008482	0.736672	0.002332	0.779487	0.001842				0.624658	0.002311			0.698315	0.001056	0.622101	0.010889				0.613728	0.005066			0.600791	0.006692	0.5953	0.023394
																0.57125	0.0084	0.738288	0.002359	0.781197	0.00187				0.626027	0.002326			0.699847	0.001066	0.623465	0.010935				0.615074	0.005094			0.602108	0.00664	0.596606	0.023162
																0.5725	0.00838	0.739903	0.002386	0.782906	0.001898				0.627397	0.0023			0.701378	0.001077	0.624829	0.010985				0.61642	0.005121			0.603426	0.005835	0.597911	0.023245
																0.57375	0.008394	0.741519	0.002414	0.784615	0.001927				0.628767	0.002273			0.70291	0.001087	0.626194	0.011038				0.617766	0.005084			0.604743	0.005825	0.599217	0.017598
																0.575	0.00839	0.743134	0.002008	0.786325	0.001957				0.630137	0.002288			0.704441	0.001098	0.627558	0.011074				0.619112	0.005112			0.606061	0.005854	0.600522	0.017667
																0.57625	0.008424	0.74475	0.001561	0.788034	0.001988				0.631507	0.002303			0.705972	0.000983	0.628922	0.011122				0.620458	0.005107			0.607378	0.005883	0.601828	0.017627
																0.5775	0.008438	0.746365	0.00158	0.789744	0.002019				0.632877	0.002201			0.707504	0.000993	0.630286	0.011177				0.621803	0.005135			0.608696	0.005913	0.603133	0.017427
																0.57875	0.008469	0.747981	0.001599	0.791453	0.002051				0.634247	0.002215			0.709035	0.00087	0.631651	0.011232				0.623149	0.005164			0.610013	0.005841	0.604439	0.017497
																0.58	0.008503	0.749596	0.001619	0.793162	0.002084				0.635616	0.002185			0.710567	0.000879	0.633015	0.011288				0.624495	0.005175			0.611331	0.005871	0.605744	0.015035
																0.58125	0.008537	0.751212	0.001639	0.794872	0.002117				0.636986	0.0022			0.712098	0.000888	0.634379	0.011341				0.625841	0.005204			0.612648	0.005851	0.60705	0.015097
																0.5825	0.008558	0.752827	0.00166	0.796581	0.002151				0.638356	0.002169			0.713629	0.000898	0.635744	0.011397				0.627187	0.005107			0.613966	0.005766	0.608355	0.014014
																0.58375	0.00859	0.754443	0.001681	0.798291	0.002186				0.639726	0.002184			0.715161	0.000907	0.637108	0.011451				0.628533	0.004884			0.615283	0.005557	0.609661	0.014072
																0.585	0.008625	0.756058	0.001702	0.8	0.002222				0.641096	0.002199			0.716692	0.000774	0.638472	0.011508				0.629879	0.004912			0.616601	0.005524	0.610966	0.014132
																0.58625	0.008657	0.757674	0.001724						0.642466	0.002214			0.718224	0.000782	0.639836	0.011567				0.631225	0.00494			0.617918	0.00553	0.612272	0.0126
																0.5875	0.008689	0.759289	0.001746						0.643836	0.002229			0.719755	0.000791	0.641201	0.011621				0.632571	0.004968			0.619236	0.004548	0.613577	0.012343
																0.58875	0.00872	0.760905	0.001769						0.645205	0.002244			0.721286	0.000799	0.642565	0.011681				0.633917	0.004909			0.620553	0.004475	0.614883	0.012204
																0.59	0.008756	0.76252	0.001792						0.646575	0.00226			0.722818	0.000808	0.643929	0.01174				0.635262	0.004802			0.621871	0.004466	0.616188	0.012246
																0.59125	0.007669	0.764136	0.001816						0.647945	0.002227			0.724349	0.000817	0.645293	0.011801				0.636608	0.00483			0.623188	0.004491	0.617493	0.011491
																0.5925	0.007664	0.765751	0.00184						0.649315	0.002242			0.725881	0.000826	0.646658	0.011861				0.637954	0.004837			0.624506	0.004496	0.618799	0.01152
																0.59375	0.007697	0.767367	0.001864						0.650685	0.002258			0.727412	0.000835	0.648022	0.011923				0.6393	0.004844			0.625823	0.00375	0.620104	0.011351
																0.595	0.00773	0.768982	0.001889						0.652055	0.002274			0.728943	0.000844	0.649386	0.011981				0.640646	0.004727			0.627141	0.003721	0.62141	0.011348
																0.59625	0.007759	0.770598	0.001914						0.653425	0.00229			0.730475	0.000853	0.65075	0.012043				0.641992	0.004755			0.628458	0.003743	0.622715	0.010754
																0.5975	0.007792	0.772213	0.00194						0.654795	0.002255			0.732006	0.000863	0.652115	0.012106				0.643338	0.004784			0.629776	0.00362	0.624021	0.010539
																0.59875	0.006543	0.773829	0.001967						0.656164	0.002272			0.733538	0.000873	0.653479	0.012158				0.644684	0.004813			0.631094	0.003641	0.625326	0.010555
																0.6	0.006573	0.775444	0.001994						0.657534	0.002288			0.735069	0.000883	0.654843	0.012222				0.64603	0.004679			0.632411	0.003617	0.626632	0.010601
																0.60125	0.006602	0.77706	0.002022						0.658904	0.002304			0.7366	0.000893	0.656207	0.012287				0.647376	0.003649			0.633729	0.003638	0.627937	0.01046
																0.6025	0.006625	0.778675	0.00205						0.660274	0.002321			0.738132	0.000903	0.657572	0.006069				0.648721	0.00364			0.635046	0.003633	0.629243	0.008924
																0.60375	0.006635	0.780291	0.001411						0.661644	0.002338			0.739663	0.000913	0.658936	0.005973				0.650067	0.003663			0.636364	0.003627	0.630548	0.008871
																0.605	0.006665	0.781906	0.001431						0.663014	0.002355			0.741194	0.000924	0.6603	0.00601				0.651413	0.003687			0.637681	0.003649	0.631854	0.008554
																0.60625	0.006695	0.783522	0.001452						0.664384	0.002372			0.742726	0.000935	0.661664	0.006048				0.652759	0.003653			0.638999	0.003671	0.633159	0.0082
																0.6075	0.006692	0.785137	0.001473						0.665753	0.002389			0.744257	0.000946	0.663029	0.006086				0.654105	0.003677			0.640316	0.00327	0.634465	0.007914
																0.60875	0.00649	0.786753	0.001495						0.667123	0.002407			0.745789	0.000957	0.664393	0.006124				0.655451	0.003701			0.641634	0.003114	0.63577	0.007303
																0.61	0.006313	0.788368	0.001517						0.668493	0.002424			0.74732	0.000968	0.665757	0.006141				0.656797	0.003725			0.642951	0.002792	0.637076	0.006898
																0.61125	0.006342	0.789984	0.00154						0.669863	0.002442			0.748851	0.00098	0.667121	0.00618				0.658143	0.00375			0.644269	0.002605	0.638381	0.00622
																0.6125	0.006372	0.791599	0.001563						0.671233	0.00246			0.750383	0.000991	0.668486	0.006219				0.659489	0.003679			0.645586	0.002622	0.639687	0.006231
																0.61375	0.006402	0.793215	0.001587						0.672603	0.002479			0.751914	0.001003	0.66985	0.006259				0.660834	0.003704			0.646904	0.002299	0.640992	0.005184
																0.615	0.006432	0.79483	0.001611						0.673973	0.002497			0.753446	0.001016	0.671214	0.006299				0.66218	0.003529			0.648221	0.00224	0.642298	0.005213
																0.61625	0.006367	0.796446	0.001636						0.675342	0.002516			0.754977	0.001028	0.672578	0.006339				0.663526	0.003553			0.649539	0.00221	0.643603	0.005224
																0.6175	0.006398	0.798061	0.001661						0.676712	0.002478			0.756508	0.001041	0.673943	0.00638				0.664872	0.003577			0.650856	0.002225	0.644909	0.004954
																0.61875	0.006428	0.799677	0.001687						0.678082	0.002439			0.75804	0.001053	0.675307	0.006421				0.666218	0.003601			0.652174	0.00224	0.646214	0.004937
																0.62	0.006459								0.679452	0.002457			0.759571	0.001067	0.676671	0.006463				0.667564	0.003587			0.653491	0.002255	0.64752	0.004909
																0.62125	0.00649								0.680822	0.002476			0.761103	0.00108	0.678035	0.006505				0.66891	0.003612			0.654809	0.002271	0.648825	0.004698
																0.6225	0.006522								0.682192	0.002495			0.762634	0.001094	0.6794	0.006548				0.670256	0.003637			0.656126	0.002286	0.650131	0.004453
																0.62375	0.006553								0.683562	0.002515			0.764165	0.001107	0.680764	0.006591				0.671602	0.003553			0.657444	0.002057	0.651436	0.00433
																0.625	0.006585								0.684932	0.002534			0.765697	0.001122	0.682128	0.006634				0.672948	0.003578			0.658762	0.002072	0.652742	0.004312
																0.62625	0.006583								0.686301	0.002554			0.767228	0.001136	0.683492	0.006655				0.674293	0.003561			0.660079	0.001999	0.654047	0.004338
																0.6275	0.006607								0.687671	0.002574			0.76876	0.001151	0.684857	0.006699				0.675639	0.003586			0.661397	0.002013	0.655352	0.004266
																0.62875	0.006639								0.689041	0.002594			0.770291	0.001166	0.686221	0.006744				0.676985	0.003612			0.662714	0.002028	0.656658	0.004265
																0.63	0.006337								0.690411	0.002614			0.771822	0.001181	0.687585	0.006749				0.678331	0.003637			0.664032	0.002042	0.657963	0.004264
