0-1yr	X	CK	X	N	X	NS	X	NSM	X	NB	2-3yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB
	0.312369	0.0666	0.366093	0.056768	0.380102	0.083063	0.512027	0.010027	0.562264	0.008356		0.344907	0.045523	0.490132	0.016674	0.18625	0.157102	0.240711	0.604372	0.254701	0.185402		0.645022	0.006487	0.20411	0.134563	0.28876	0.22408	0.228178	0.315786	0.203274	0.148181				0.200538	0.235849	0.276438	0.39367	0.196311	0.356143	0.194517	0.320598
	0.314465	0.066573	0.36855	0.057008	0.382653	0.08343	0.515464	0.009865	0.566038	0.006917		0.347222	0.0457	0.493421	0.016607	0.1875	0.15309	0.242326	0.599624	0.25641	0.185838		0.649351	0.006634	0.205479	0.133843	0.290698	0.216569	0.229709	0.316424	0.204638	0.148409				0.201884	0.236226	0.278293	0.390437	0.197628	0.353589	0.195822	0.318742
	0.316562	0.065979	0.371007	0.055627	0.385204	0.0838	0.5189	0.007986	0.569811	0.006814		0.349537	0.045653	0.496711	0.016588	0.18875	0.152733	0.243942	0.595462	0.25812	0.179704		0.65368	0.006787	0.206849	0.130178	0.292636	0.210973	0.23124	0.317065	0.206003	0.144213				0.20323	0.235681	0.280148	0.39135	0.198946	0.350057	0.197128	0.318551
	0.318658	0.065505	0.373464	0.048902	0.387755	0.084174	0.522337	0.007187	0.573585	0.006919		0.351852	0.045775	0.5	0.015311	0.19	0.152973	0.245557	0.592967	0.259829	0.177373		0.658009	0.005954	0.208219	0.130219	0.294574	0.210727	0.232772	0.317709	0.207367	0.143017				0.204576	0.235817	0.282004	0.387986	0.200264	0.350641	0.198433	0.317001
	0.320755	0.061627	0.375921	0.049114	0.390306	0.073148	0.525773	0.00706	0.577358	0.006808		0.354167	0.045954	0.503289	0.01187	0.19125	0.149062	0.247173	0.588807	0.261538	0.177721		0.662338	0.005468	0.209589	0.127667	0.296512	0.211043	0.234303	0.318354	0.208731	0.140538				0.205922	0.236164	0.283859	0.38613	0.201581	0.345999	0.199739	0.315677
	0.322851	0.061066	0.378378	0.048365	0.392857	0.07326	0.52921	0.006817	0.581132	0.006915		0.356481	0.038584	0.506579	0.011387	0.1925	0.149297	0.248788	0.584519	0.263248	0.177684		0.666667	0.005601	0.210959	0.127894	0.29845	0.210849	0.235835	0.319003	0.210095	0.140785				0.207268	0.236572	0.285714	0.381085	0.202899	0.34369	0.201044	0.315232
	0.324948	0.060943	0.380835	0.048576	0.395408	0.067669	0.532646	0.006532	0.584906	0.007025		0.358796	0.038738	0.509868	0.01117	0.19375	0.148198	0.250404	0.582548	0.264957	0.178108		0.670996	0.005739	0.212329	0.128122	0.300388	0.204301	0.237366	0.319223	0.21146	0.141034				0.208614	0.235762	0.28757	0.375736	0.204216	0.342839	0.20235	0.313701
	0.327044	0.058569	0.383292	0.048789	0.397959	0.058623	0.536082	0.006383	0.588679	0.006491		0.361111	0.038894	0.513158	0.00779	0.195	0.144955	0.252019	0.578362	0.266667	0.178533		0.675325	0.005883	0.213699	0.128348	0.302326	0.201726	0.238897	0.319876	0.212824	0.141284				0.20996	0.235456	0.289425	0.37476	0.205534	0.342703	0.203655	0.311993
	0.32914	0.054971	0.385749	0.04393	0.40051	0.058896	0.539519	0.006325	0.592453	0.006343		0.363426	0.039051	0.516447	0.007146	0.19625	0.145126	0.253635	0.575164	0.268376	0.178961		0.679654	0.006032	0.215068	0.127907	0.304264	0.199402	0.240429	0.320532	0.214188	0.13974				0.211306	0.23487	0.29128	0.368395	0.206851	0.34328	0.204961	0.309984
	0.331237	0.055137	0.388206	0.038172	0.403061	0.059171	0.542955	0.006263	0.596226	0.006448		0.365741	0.03921	0.519737	0.007041	0.1975	0.145355	0.25525	0.571752	0.270085	0.179391		0.683983	0.006187	0.216438	0.128136	0.306202	0.199502	0.24196	0.321191	0.215553	0.139988				0.212651	0.235278	0.293135	0.369373	0.208169	0.341048	0.206266	0.308694
	0.333333	0.055322	0.390663	0.038345	0.405612	0.057263	0.546392	0.005584	0.6	0.006556		0.368056	0.039341	0.523026	0.007021	0.19875	0.141063	0.256866	0.570633	0.271795	0.179822		0.688312	0.006348	0.217808	0.128209	0.30814	0.192234	0.243492	0.321852	0.216917	0.140237				0.213997	0.235687	0.294991	0.363908	0.209486	0.337087	0.207572	0.307121
	0.33543	0.055471	0.39312	0.03852	0.408163	0.057319	0.549828	0.005374	0.603774	0.006667		0.37037	0.039502	0.526316	0.005904	0.2	0.141287	0.258481	0.567489	0.273504	0.180256		0.692641	0.006515	0.219178	0.12752	0.310078	0.190428	0.245023	0.322516	0.218281	0.140487				0.215343	0.236097	0.296846	0.363744	0.210804	0.335795	0.208877	0.305872
	0.337526	0.053231	0.395577	0.038696	0.410714	0.038441	0.553265	0.005447	0.607547	0.006781		0.372685	0.039661	0.529605	0.005851	0.20125	0.141504	0.260097	0.565512	0.275214	0.180692		0.69697	0.006689	0.220548	0.12775	0.312016	0.190259	0.246554	0.323182	0.219645	0.136158				0.216689	0.234388	0.298701	0.358931	0.212121	0.33311	0.210183	0.304159
	0.339623	0.052119	0.398034	0.038874	0.413265	0.03862	0.556701	0.005521	0.611321	0.006617		0.375	0.039816	0.532895	0.005795	0.2025	0.14173	0.261712	0.561813	0.276923	0.18113		0.701299	0.00687	0.221918	0.127947	0.313953	0.18671	0.248086	0.323852	0.22101	0.136402				0.218035	0.234499	0.300557	0.354481	0.213439	0.332652	0.211488	0.30467
	0.341719	0.052296	0.400491	0.039053	0.415816	0.038811	0.560137	0.005597	0.615094	0.006732		0.377315	0.03998	0.536184	0.005367	0.20375	0.141783	0.263328	0.559856	0.278632	0.18157		0.705628	0.007059	0.223288	0.128178	0.315891	0.185011	0.249617	0.324524	0.222374	0.136647				0.219381	0.234684	0.302412	0.352199	0.214756	0.329463	0.212794	0.303154
	0.343816	0.049887	0.402948	0.039233	0.418367	0.036163	0.563574	0.005494	0.618868	0.00685		0.37963	0.040146	0.539474	0.005044	0.205	0.137511	0.264943	0.555195	0.280342	0.181067		0.709957	0.007256	0.224658	0.12496	0.317829	0.183414	0.251149	0.325199	0.223738	0.13329				0.220727	0.232192	0.304267	0.353158	0.216074	0.330025	0.214099	0.303163
	0.345912	0.05004	0.405405	0.039415	0.420918	0.025731	0.56701	0.005571	0.622642	0.006132		0.381944	0.040299	0.542763	0.005107	0.20625	0.137732	0.266559	0.552298	0.282051	0.18103		0.714286	0.007461	0.226027	0.125106	0.319767	0.183954	0.25268	0.325877	0.225102	0.133529				0.222073	0.229119	0.306122	0.347906	0.217391	0.327825	0.215405	0.301887
	0.348008	0.0502	0.407862	0.039599	0.423469	0.022238	0.570447	0.004957	0.626415	0.006244		0.384259	0.040466	0.546053	0.002405	0.2075	0.137954	0.268174	0.548422	0.283761	0.181396		0.718615	0.007675	0.227397	0.124278	0.321705	0.177547	0.254211	0.321687	0.226467	0.13069				0.223419	0.225735	0.307978	0.348859	0.218709	0.327455	0.21671	0.300987
	0.350105	0.050097	0.410319	0.039324	0.42602	0.022255	0.573883	0.004821	0.630189	0.006358		0.386574	0.040636	0.549342	0.002438	0.20875	0.138176	0.26979	0.544099	0.28547	0.176405		0.722944	0.007898	0.228767	0.124182	0.323643	0.172913	0.255743	0.32236	0.227831	0.125757				0.224764	0.225408	0.309833	0.343974	0.220026	0.325101	0.218016	0.299616
	0.352201	0.049006	0.412776	0.037967	0.428571	0.022376	0.57732	0.00406	0.633962	0.006476		0.388889	0.036885	0.552632	0.002472	0.21	0.138395	0.271405	0.54016	0.287179	0.176838		0.727273	0.008132	0.230137	0.124409	0.325581	0.173178	0.257274	0.319282	0.229195	0.120512				0.22611	0.224913	0.311688	0.33767	0.221344	0.325623	0.219321	0.300124
	0.354298	0.046822	0.415233	0.038148	0.431122	0.022375	0.580756	0.003879	0.637736	0.006597		0.391204	0.037043	0.555921	0.002507	0.21125	0.138566	0.273021	0.538031	0.288889	0.177242		0.731602	0.008376	0.231507	0.124558	0.327519	0.173159	0.258806	0.316773	0.230559	0.120659				0.227456	0.225311	0.313544	0.338522	0.222661	0.321359	0.220627	0.298304
	0.356394	0.046986	0.41769	0.038329	0.433673	0.022496	0.584192	0.003686	0.641509	0.006722		0.393519	0.037201	0.559211	0.002542	0.2125	0.138639	0.274637	0.536884	0.290598	0.177668		0.735931	0.008631	0.232877	0.124693	0.329457	0.170767	0.260337	0.311379	0.231924	0.120879				0.228802	0.225553	0.315399	0.334011	0.223979	0.319424	0.221932	0.296917
	0.358491	0.043157	0.420147	0.037914	0.436224	0.022606	0.587629	0.003479	0.645283	0.006851		0.395833	0.037361	0.5625	0.002578	0.21375	0.138864	0.276252	0.53259	0.292308	0.178108		0.74026	0.008898	0.234247	0.12489	0.331395	0.170518	0.261868	0.309694	0.233288	0.121099				0.230148	0.221562	0.317254	0.328314	0.225296	0.319975	0.223238	0.295072
	0.360587	0.039318	0.422604	0.038096	0.438776	0.02266	0.591065	0.003534	0.649057	0.006983		0.398148	0.030578	0.565789	0.002615	0.215	0.134486	0.277868	0.530386	0.294017	0.17855		0.744589	0.009178	0.235616	0.122481	0.333333	0.164957	0.2634	0.30823	0.234652	0.12132				0.231494	0.221813	0.319109	0.322855	0.226614	0.315517	0.224543	0.293844
	0.362683	0.033219	0.425061	0.037383	0.441327	0.022776	0.594502	0.00359	0.65283	0.007119		0.400463	0.030643	0.569079	0.002232	0.21625	0.134705	0.279483	0.527759	0.295726	0.178995		0.748918	0.009471	0.236986	0.118995	0.335271	0.159796	0.264931	0.308883	0.236016	0.121542				0.23284	0.222209	0.320965	0.323757	0.227931	0.311247	0.225849	0.292591
	0.36478	0.03243	0.427518	0.037564	0.443878	0.022903	0.597938	0.003647	0.656604	0.007259		0.402778	0.024032	0.572368	0.002005	0.2175	0.134925	0.281099	0.524679	0.297436	0.179442		0.753247	0.009779	0.238356	0.118681	0.337209	0.159373	0.266462	0.309539	0.237381	0.121506				0.234186	0.222606	0.32282	0.322113	0.229249	0.311786	0.227154	0.293092
	0.366876	0.029859	0.429975	0.037748	0.446429	0.02303	0.601375	0.003206	0.660377	0.007403		0.405093	0.02414	0.575658	0.001763	0.21875	0.135145	0.282714	0.520487	0.299145	0.179891		0.757576	0.010102	0.239726	0.118457	0.339147	0.159373	0.267994	0.305127	0.238745	0.121709				0.235532	0.222676	0.324675	0.323018	0.230567	0.309483	0.22846	0.293595
	0.368973	0.02997	0.432432	0.037879	0.44898	0.022416	0.604811	0.00295	0.664151	0.007552		0.407407	0.024249	0.578947	0.001789	0.22	0.135366	0.28433	0.519582	0.300855	0.180342		0.761905	0.010442	0.241096	0.118676	0.341085	0.155511	0.269525	0.305778	0.240109	0.120242				0.236878	0.223075	0.326531	0.323927	0.231884	0.309794	0.229765	0.293313
	0.371069	0.030082	0.434889	0.038066	0.451531	0.022544	0.608247	0.002999	0.667925	0.007706		0.409722	0.024313	0.582237	0.001526	0.22125	0.135588	0.285945	0.518085	0.302564	0.180796		0.766234	0.010799	0.242466	0.118361	0.343023	0.155454	0.271057	0.30168	0.241473	0.117499				0.238223	0.220911	0.328386	0.323292	0.233202	0.307133	0.23107	0.291325
	0.373166	0.030195	0.437346	0.038119	0.454082	0.022646	0.611684	0.003049	0.671698	0.007864		0.412037	0.024426	0.585526	0.000694	0.2225	0.135811	0.287561	0.515451	0.304274	0.181252		0.770563	0.011175	0.243836	0.118344	0.344961	0.155798	0.272588	0.30214	0.242838	0.117716				0.239569	0.220471	0.330241	0.317208	0.234519	0.3055	0.232376	0.290261
	0.375262	0.030197	0.439803	0.035933	0.456633	0.022775	0.61512	0.0031	0.675472	0.008027		0.414352	0.024538	0.588816	0.000705	0.22375	0.134895	0.289176	0.512074	0.305983	0.18171		0.774892	0.011571	0.245205	0.114939	0.346899	0.150304	0.274119	0.302623	0.244202	0.117934				0.240915	0.220113	0.332096	0.313353	0.235837	0.303055	0.233681	0.29076
	0.377358	0.026562	0.44226	0.036115	0.459184	0.022246	0.618557	0.002812	0.679245	0.008195		0.416667	0.024653	0.592105	0.000716	0.225	0.135117	0.290792	0.51169	0.307692	0.182171		0.779221	0.011989	0.246575	0.114597	0.348837	0.147047	0.275651	0.298023	0.245566	0.118143				0.242261	0.220162	0.333952	0.307961	0.237154	0.303586	0.234987	0.29046
	0.379455	0.026664	0.444717	0.036298	0.461735	0.02237	0.621993	0.002501	0.683019	0.008369		0.418981	0.024753	0.595395	0.000728	0.22625	0.133341	0.292407	0.511	0.309402	0.182633		0.78355	0.012431	0.247945	0.11481	0.350775	0.146812	0.277182	0.293245	0.24693	0.113883				0.243607	0.22056	0.335807	0.301531	0.238472	0.298486	0.236292	0.289084
	0.381551	0.026767	0.447174	0.036404	0.464286	0.022502	0.62543	0.002545	0.686792	0.008549		0.421296	0.024862	0.598684	0.00074	0.2275	0.13356	0.294023	0.511175	0.311111	0.183098		0.787879	0.012897	0.249315	0.115025	0.352713	0.140038	0.278714	0.293856	0.248295	0.114095				0.244953	0.220809	0.337662	0.299722	0.239789	0.295056	0.237598	0.289586
	0.383648	0.023416	0.449631	0.0306	0.466837	0.022635	0.628866	0.002591	0.690566	0.008734		0.423611	0.024976	0.601974	0.000752	0.22875	0.130827	0.295638	0.506276	0.312821	0.183566		0.792208	0.013391	0.250685	0.115241	0.354651	0.139905	0.280245	0.293592	0.249659	0.112594				0.246299	0.221105	0.339518	0.294324	0.241107	0.294558	0.238903	0.288302
	0.385744	0.022345	0.452088	0.03076	0.469388	0.020815	0.632302	0.002637	0.69434	0.008926		0.425926	0.025091	0.605263	0.000764	0.23	0.130375	0.297254	0.501721	0.31453	0.179183		0.796537	0.013913	0.252055	0.115457	0.356589	0.13646	0.281776	0.290178	0.251023	0.112579				0.247645	0.220756	0.341373	0.295173	0.242424	0.293311	0.240209	0.288805
	0.387841	0.022382	0.454545	0.030921	0.471939	0.020941	0.635739	0.002685	0.698113	0.009124		0.428241	0.025211	0.608553	0.000777	0.23125	0.130592	0.298869	0.498609	0.316239	0.179041		0.800866	0.014468	0.253425	0.115261	0.358527	0.136711	0.283308	0.285454	0.252387	0.11279				0.248991	0.220435	0.343228	0.289625	0.243742	0.293384	0.241514	0.287815
	0.389937	0.022471	0.457002	0.022924	0.47449	0.020946	0.639175	0.002734	0.701887	0.009329		0.430556	0.022608	0.611842	0.00079	0.2325	0.129929	0.300485	0.492815	0.317949	0.179501				0.254795	0.115478	0.360465	0.136652	0.284839	0.286044	0.253752	0.113001				0.250336	0.217956	0.345083	0.285816	0.245059	0.292546	0.24282	0.288319
	0.392034	0.020369	0.459459	0.021306	0.477041	0.020777	0.642612	0.002785	0.70566	0.009541		0.43287	0.022334	0.615132	0.000804	0.23375	0.129121	0.3021	0.490215	0.319658	0.179964				0.256164	0.113634	0.362403	0.137084	0.286371	0.286223	0.255116	0.111677				0.251682	0.213642	0.346939	0.280998	0.246377	0.289673	0.244125	0.286623
	0.39413	0.019025	0.461916	0.020457	0.479592	0.019767	0.646048	0.002415	0.709434	0.009761		0.435185	0.021998	0.618421	0.000818	0.235	0.125928	0.303716	0.484963	0.321368	0.177104				0.257534	0.110882	0.364341	0.132545	0.287902	0.28685	0.25648	0.111888				0.253028	0.214034	0.348794	0.281181	0.247694	0.290188	0.245431	0.285238
	0.396226	0.019104	0.464373	0.019915	0.482143	0.019882	0.649485	0.002461	0.713208	0.009988		0.4375	0.021587	0.621711	0.000832	0.23625	0.126042	0.305331	0.480879	0.323077	0.176277				0.258904	0.111056	0.366279	0.130469	0.289433	0.284332	0.257844	0.112097				0.254374	0.214301	0.350649	0.282004	0.249012	0.290705	0.246736	0.283566
	0.398323	0.019181	0.46683	0.020025	0.484694	0.019999	0.652921	0.002053	0.716981	0.010224		0.439815	0.021592	0.625	0.000847	0.2375	0.12609	0.306947	0.476459	0.324786	0.172941				0.260274	0.111262	0.368217	0.128697	0.290965	0.283477	0.259209	0.109446				0.25572	0.214437	0.352505	0.281366	0.250329	0.291224	0.248042	0.284045
	0.400419	0.019147	0.469287	0.020133	0.487245	0.020126	0.656357	0.002093	0.720755	0.005311		0.44213	0.0217	0.628289	0.000862	0.23875	0.126276	0.308562	0.473455	0.326496	0.167745				0.261644	0.108775	0.370155	0.128283	0.292496	0.280681	0.260573	0.109654				0.257066	0.214359	0.35436	0.280997	0.251647	0.289272	0.249347	0.284547
	0.402516	0.019226	0.471744	0.019866	0.489796	0.020251	0.659794	0.002134	0.724528	0.004671		0.444444	0.021017	0.631579	0.000877	0.24	0.125975	0.310178	0.468145	0.328205	0.168183				0.263014	0.108959	0.372093	0.125302	0.294028	0.27638	0.261937	0.109862				0.258412	0.210911	0.356215	0.277185	0.252964	0.28979	0.250653	0.285051
	0.404612	0.019305	0.474201	0.019981	0.492347	0.018758	0.66323	0.002177	0.728302	0.004795		0.446759	0.020505	0.634868	0.000893	0.24125	0.121412	0.311793	0.46551	0.329915	0.166403				0.264384	0.109163	0.374031	0.120534	0.295559	0.271953	0.263302	0.110071				0.259758	0.211208	0.358071	0.277957	0.254282	0.29031	0.251958	0.283383
	0.406709	0.01834	0.476658	0.020092	0.494898	0.015267	0.666667	0.002221	0.732075	0.004924		0.449074	0.020605	0.638158	0.000909	0.2425	0.117365	0.313409	0.465854	0.331624	0.166839				0.265753	0.109283	0.375969	0.11927	0.29709	0.26655	0.264666	0.108147				0.261104	0.207357	0.359926	0.272788	0.255599	0.290827	0.253264	0.281405
	0.408805	0.017904	0.479115	0.020206	0.497449	0.015371	0.670103	0.002266	0.735849	0.005059		0.451389	0.020704	0.641447	0.000926	0.24375	0.117564	0.315024	0.462704	0.333333	0.16702				0.267123	0.109448	0.377907	0.118214	0.298622	0.260761	0.26603	0.108346				0.26245	0.207466	0.361781	0.271365	0.256917	0.29135	0.254569	0.279856
	0.410901	0.01798	0.481572	0.02031	0.5	0.013653	0.67354	0.002312	0.739623	0.005199		0.453704	0.019501	0.644737	0.000943	0.245	0.113391	0.31664	0.45977	0.335043	0.165269				0.268493	0.109658	0.379845	0.118572	0.300153	0.261089	0.267394	0.108553				0.263795	0.207852	0.363636	0.265913	0.258235	0.291876	0.255875	0.278122
	0.412998	0.017774	0.484029	0.019462	0.502551	0.013459	0.676976	0.00236	0.743396	0.005345		0.456019	0.019603	0.648026	0.00096	0.24625	0.108668	0.318255	0.454657	0.336752	0.165707				0.269863	0.10987	0.381783	0.116747	0.301685	0.261131	0.268759	0.108761				0.265141	0.20643	0.365492	0.259808	0.259552	0.288528	0.25718	0.278619
	0.415094	0.017851	0.486486	0.019577	0.505102	0.010687	0.680412	0.00241	0.74717	0.005497		0.458333	0.019702	0.651316	0.000978	0.2475	0.108853	0.319871	0.449666	0.338462	0.166148				0.271233	0.110082	0.383721	0.111851	0.303216	0.256427	0.270123	0.104679				0.266487	0.202579	0.367347	0.2561	0.26087	0.288982	0.258486	0.279117
	0.417191	0.017761	0.488943	0.019692	0.507653	0.010747	0.683849	0.002461	0.750943	0.005656		0.460648	0.019788	0.654605	0.000997	0.24875	0.109038	0.321486	0.445611	0.340171	0.163878				0.272603	0.110295	0.385659	0.103379	0.304747	0.253407	0.271487	0.104881				0.267833	0.198956	0.369202	0.250921	0.262187	0.286848	0.259791	0.279617
	0.419287	0.011458	0.4914	0.019813	0.510204	0.010326	0.687285	0.002514	0.754717	0.005822		0.462963	0.019893	0.657895	0.001016	0.25	0.109225	0.323102	0.441688	0.34188	0.16151				0.273973	0.109753	0.387597	0.102942	0.306279	0.253819	0.272851	0.105083				0.269179	0.199217	0.371058	0.246949	0.263505	0.287369	0.261097	0.280119
	0.421384	0.01151	0.493857	0.019922	0.512755	0.010344	0.690722	0.002568	0.758491	0.005996		0.465278	0.019979	0.661184	0.001036	0.25125	0.109134	0.324717	0.437284	0.34359	0.161943				0.275342	0.108271	0.389535	0.103275	0.30781	0.251278	0.274216	0.105286				0.270525	0.197899	0.372913	0.241681	0.264822	0.287882	0.262402	0.280623
	0.42348	0.010347	0.496314	0.015947	0.515306	0.009963	0.694158	0.002624	0.762264	0.006177		0.467593	0.020086	0.664474	0.001056	0.2525	0.105944	0.326333	0.431818	0.345299	0.162378				0.276712	0.108482	0.391473	0.096238	0.309342	0.251606	0.27558	0.10549				0.271871	0.198272	0.374768	0.236365	0.26614	0.288407	0.263708	0.281128
	0.425577	0.009854	0.498771	0.012344	0.517857	0.009726	0.697595	0.002682	0.766038	0.006367		0.469907	0.018153	0.667763	0.001077	0.25375	0.106059	0.327948	0.426211	0.347009	0.162816				0.278082	0.108693	0.393411	0.095817	0.310873	0.24567	0.276944	0.105694				0.273217	0.195993	0.376623	0.233318	0.267457	0.288932	0.265013	0.281635
	0.427673	0.009898	0.501229	0.012417	0.520408	0.009452	0.701031	0.002742	0.769811	0.006566		0.472222	0.018244	0.671053	0.001099	0.255	0.106242	0.329564	0.420149	0.348718	0.15907				0.279452	0.108906	0.395349	0.094498	0.312404	0.245831	0.278308	0.105082				0.274563	0.196183	0.378479	0.233663	0.268775	0.28946	0.266319	0.282145
	0.429769	0.009942	0.503686	0.012491	0.522959	0.009399	0.704467	0.002804	0.773585	0.006774		0.474537	0.018339	0.674342	0.001121	0.25625	0.106423	0.331179	0.415875	0.350427	0.158975				0.280822	0.109119	0.397287	0.094784	0.313936	0.24348	0.279673	0.105287				0.275908	0.192151	0.380334	0.229988	0.270092	0.289991	0.267624	0.282655
	0.431866	0.009834	0.506143	0.011724	0.52551	0.009475	0.707904	0.002869	0.777358	0.006992		0.476852	0.018423	0.677632	0.001144	0.2575	0.106606	0.332795	0.409821	0.352137	0.159407				0.282192	0.109333	0.399225	0.089171	0.315467	0.242604	0.281037	0.105492				0.277254	0.192516	0.382189	0.223717	0.27141	0.290524	0.26893	0.283168
	0.433962	0.009302	0.5086	0.011807	0.528061	0.009522	0.71134	0.002263	0.781132	0.007221		0.479167	0.018521	0.680921	0.001167	0.25875	0.106791	0.33441	0.403796	0.353846	0.159841				0.283562	0.109548	0.401163	0.089082	0.316998	0.242856	0.282401	0.104536				0.2786	0.192882	0.384045	0.216584	0.272727	0.291059	0.270235	0.283683
	0.436059	0.009332	0.511057	0.011891	0.530612	0.00633	0.714777	0.002317	0.784906	0.007462		0.481481	0.018614	0.684211	0.001191	0.26	0.106932	0.336026	0.398861	0.355556	0.156559				0.284932	0.109764	0.403101	0.08865	0.31853	0.240815	0.283765	0.104741				0.279946	0.192607	0.3859	0.213644	0.274045	0.291595	0.27154	0.2842
	0.438155	0.009369	0.513514	0.011575	0.533163	0.005729	0.718213	0.002372	0.788679	0.007714		0.483796	0.018714	0.6875	0.001216	0.26125	0.107044	0.337641	0.396066	0.357265	0.152799				0.286301	0.10998	0.405039	0.08451	0.320061	0.237801	0.28513	0.100264				0.281292	0.189585	0.387755	0.213107	0.275362	0.292134	0.272846	0.284718
	0.440252	0.009411	0.515971	0.011643	0.535714	0.005277	0.721649	0.00243	0.792453	0.00798		0.486111	0.015046	0.690789	0.001242	0.2625	0.10723	0.339257	0.393164	0.358974	0.153219				0.287671	0.110121	0.406977	0.084802	0.321593	0.238349	0.286494	0.098745				0.282638	0.185109	0.38961	0.21187	0.27668	0.292675	0.274151	0.283512
	0.442348	0.009431	0.518428	0.011728	0.538265	0.004174	0.725086	0.00249	0.796226	0.00826		0.488426	0.015045	0.694079	0.001269	0.26375	0.107416	0.340872	0.390073	0.360684	0.153641				0.289041	0.107744	0.408915	0.084109	0.323124	0.238572	0.287858	0.09894				0.283984	0.185464	0.391466	0.212534	0.277997	0.293217	0.275457	0.282269
	0.444444	0.009473	0.520885	0.011797	0.540816	0.004129	0.728522	0.002552	0.8	0.008556		0.490741	0.01513	0.697368	0.001296	0.265	0.106475	0.342488	0.386115	0.362393	0.153106				0.290411	0.107958	0.410853	0.084032	0.324655	0.23575	0.289222	0.098361				0.28533	0.185476	0.393321	0.213183	0.279315	0.29376	0.276762	0.282786
	0.446541	0.009522	0.523342	0.011837	0.543367	0.00417	0.731959	0.002616				0.493056	0.015222	0.700658	0.001325	0.26625	0.106661	0.344103	0.382923	0.364103	0.14971				0.291781	0.104188	0.412791	0.081543	0.326187	0.236297	0.290587	0.098556				0.286676	0.181325	0.395176	0.209616	0.280632	0.292063	0.278068	0.281261
	0.448637	0.009572	0.525799	0.011908	0.545918	0.00421	0.735395	0.002683				0.49537	0.014643	0.703947	0.001354	0.2675	0.106821	0.345719	0.37851	0.365812	0.150126				0.293151	0.101732	0.414729	0.07771	0.327718	0.233311	0.291951	0.096552				0.288022	0.177012	0.397032	0.203638	0.28195	0.288174	0.279373	0.280997
	0.450734	0.008002	0.528256	0.011969	0.548469	0.004252	0.738832	0.002752				0.497685	0.013305	0.707237	0.001385	0.26875	0.103725	0.347334	0.373904	0.367521	0.150292				0.294521	0.099156	0.416667	0.071858	0.32925	0.233423	0.293315	0.092829				0.289367	0.174166	0.398887	0.204283	0.283267	0.283219	0.280679	0.281382
	0.45283	0.007997	0.530713	0.011948	0.55102	0.0039	0.742268	0.002825				0.5	0.013388	0.710526	0.001416	0.27	0.103509	0.34895	0.37055	0.369231	0.150713				0.29589	0.099238	0.418605	0.064064	0.330781	0.233666	0.294679	0.092659				0.290713	0.174503	0.400742	0.198217	0.284585	0.28193	0.281984	0.279178
	0.454927	0.007167	0.53317	0.01185	0.553571	0.003843	0.745704	0.0029				0.502315	0.013473	0.713816	0.001449	0.27125	0.103691	0.350565	0.368985	0.37094	0.151011				0.29726	0.09633	0.420543	0.063305	0.332312	0.234213	0.296044	0.089677				0.292059	0.170341	0.402597	0.195098	0.285903	0.279732	0.28329	0.278039
	0.457023	0.006534	0.535627	0.011939	0.556122	0.003784	0.749141	0.002978				0.50463	0.013499	0.717105	0.001482	0.2725	0.103757	0.352181	0.36584	0.37265	0.151436				0.29863	0.095646	0.422481	0.062102	0.333844	0.234318	0.297408	0.089856				0.293405	0.170327	0.404453	0.190726	0.28722	0.275841	0.284595	0.278062
	0.459119	0.006516	0.538084	0.011907	0.558673	0.003545	0.752577	0.003059				0.506944	0.011838	0.720395	0.001517	0.27375	0.103571	0.353796	0.362801	0.374359	0.145256				0.3	0.093481	0.424419	0.062327	0.335375	0.233985	0.298772	0.089144				0.294751	0.170231	0.406308	0.19134	0.288538	0.270801	0.285901	0.276275
	0.461216	0.006538	0.540541	0.011641	0.561224	0.003474	0.756014	0.003144				0.509259	0.011915	0.723684	0.001553	0.275	0.103647	0.355412	0.357238	0.376068	0.145667				0.30137	0.091477	0.426357	0.05363	0.336907	0.234133	0.300136	0.08924				0.296097	0.168744	0.408163	0.188179	0.289855	0.266271	0.287206	0.274878
	0.463312	0.006576	0.542998	0.011677	0.563776	0.003322	0.75945	0.003232				0.511574	0.009667	0.726974	0.00159	0.27625	0.103831	0.357027	0.35518	0.377778	0.145773				0.30274	0.088234	0.428295	0.052295	0.338438	0.234616	0.301501	0.08942				0.297443	0.169075	0.410019	0.182748	0.291173	0.266762	0.288512	0.273063
	0.465409	0.006279	0.545455	0.011768	0.566327	0.003242	0.762887	0.003324				0.513889	0.009638	0.730263	0.001629	0.2775	0.104015	0.358643	0.348648	0.379487	0.146188				0.30411	0.082847	0.430233	0.052456	0.339969	0.229664	0.302865	0.087615				0.298789	0.1643	0.411874	0.177661	0.29249	0.266783	0.289817	0.27137
	0.467505	0.00628	0.547912	0.01186	0.568878	0.003277	0.766323	0.00342				0.516204	0.009705	0.733553	0.001669	0.27875	0.1042	0.360258	0.34496	0.381197	0.141066				0.305479	0.08269	0.432171	0.051952	0.341501	0.22446	0.304229	0.087792				0.300135	0.159823	0.413729	0.17625	0.293808	0.267286	0.291123	0.269543
