ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean	Label
otu53461	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	7.666666667	otu53461
otu77668	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	6	otu77668
otu125082	k__Bacteria	c__Deltaproteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Sorangium	s__Sorangiumcellulosum	15.66666667	otu125082
otu125821	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	76.16666667	otu125821
otu33765	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	37.5	otu33765
otu111697	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5.666666667	otu111697
otu127599	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	4.333333333	otu127599
otu7812	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	7.833333333	otu7812
otu78876	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	13.83333333	otu78876
otu37687	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	10.33333333	otu37687
otu109308	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	19.83333333	otu109308
otu62999	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	10.83333333	otu62999
otu4562	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	34.16666667	otu4562
otu32901	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	7.5	otu32901
otu110524	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	5.833333333	otu110524
otu73678	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	4.833333333	otu73678
otu110351	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	12.83333333	otu110351
otu119934	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	8	otu119934
otu52536	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	13	otu52536
otu98657	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3	otu98657
otu31593	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3	otu31593
otu86719	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	7.333333333	otu86719
otu73887	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	7.166666667	otu73887
otu20704	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	7.166666667	otu20704
otu6594	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	13.5	otu6594
otu81590	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	5.5	otu81590
otu127569	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	3	otu127569
otu107748	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacteriumzucineum	6.5	otu107748
otu81609	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	6.166666667	otu81609
otu92396	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	2.5	otu92396
otu30493	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusgilardii	7.666666667	otu30493
otu73551	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	4	otu73551
otu122359	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusgilardii	6.666666667	otu122359
otu120160	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	6.166666667	otu120160
otu7599	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonasoryzae	67.33333333	otu7599
otu20650	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	110.3333333	otu20650
otu76606	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	10.66666667	otu76606
otu53727	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	10	otu53727
otu50749	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	4	otu50749
otu104315	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxisgranuli	7.166666667	otu104315
otu85003	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	13.66666667	otu85003
otu15996	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.5	otu15996
otu52482	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	6.666666667	otu52482
otu26180	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	5.666666667	otu26180
otu4056	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.166666667	otu4056
otu98702	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	5.666666667	otu98702
otu2623	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	6.666666667	otu2623
otu109650	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	9.666666667	otu109650
otu103145	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	3.166666667	otu103145
otu4972	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	1.833333333	otu4972
otu28566	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	8.333333333	otu28566
otu107593	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	7	otu107593
otu49989	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	15.5	otu49989
otu46981	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	1.833333333	otu46981
otu18822	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.833333333	otu18822
otu93494	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	2.666666667	otu93494
otu127529	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	25	otu127529
otu29267	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	4.833333333	otu29267
otu67300	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	5	otu67300
otu51636	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.833333333	otu51636
otu53200	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	18.5	otu53200
otu80535	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2.666666667	otu80535
otu34994	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	2.833333333	otu34994
otu99701	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	2.666666667	otu99701
otu24451	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	59.5	otu24451
otu76119	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	7	otu76119
otu42894	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	3.666666667	otu42894
otu93170	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	5.333333333	otu93170
otu89330	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	3.166666667	otu89330
otu12676	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2.833333333	otu12676
otu85407	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	7	otu85407
otu56031	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	5.666666667	otu56031
otu22991	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	6.166666667	otu22991
otu34840	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	13.83333333	otu34840
otu103156	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	4.333333333	otu103156
otu79914	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	6	otu79914
otu45334	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	4.166666667	otu45334
otu112394	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	9.166666667	otu112394
otu2154	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	6.5	otu2154
otu12058	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2.333333333	otu12058
otu969	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	1.666666667	otu969
otu81610	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.5	otu81610
otu89302	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2.833333333	otu89302
otu4205	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2	otu4205
otu57632	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.833333333	otu57632
otu73250	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	8.666666667	otu73250
otu54887	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	93.33333333	otu54887
otu38218	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	97.83333333	otu38218
otu42249	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	30.33333333	otu42249
otu33735	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	67.66666667	otu33735
otu111760	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	111.5	otu111760
otu4356	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5	otu4356
otu10930	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	1.833333333	otu10930
otu68215	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	10.83333333	otu68215
otu80202	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	4.833333333	otu80202
otu45165	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	3.166666667	otu45165
otu75953	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	7.333333333	otu75953
otu77420	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	43.33333333	otu77420
otu19642	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	25.83333333	otu19642
otu65193	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.166666667	otu65193
otu38848	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	17.66666667	otu38848
otu85289	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	6.833333333	otu85289
otu73519	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	5.166666667	otu73519
otu77645	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	13.5	otu77645
otu28499	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	45.5	otu28499
otu93099	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	113.8333333	otu93099
otu42339	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	54.66666667	otu42339
otu67542	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	4.166666667	otu67542
otu80718	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	4.833333333	otu80718
otu74339	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	10.33333333	otu74339
otu65106	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	47.33333333	otu65106
otu81807	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	8.166666667	otu81807
otu77443	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	8.166666667	otu77443
otu44269	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	4	otu44269
otu106421	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	5.666666667	otu106421
otu60648	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	2.833333333	otu60648
otu97056	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	2.5	otu97056
otu24202	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5.666666667	otu24202
otu79448	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	2.333333333	otu79448
otu42023	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.333333333	otu42023
otu9619	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	3.166666667	otu9619
otu54799	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumoligotrophicum	5.333333333	otu54799
otu47919	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	2.5	otu47919
otu4791	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	13.66666667	otu4791
otu113076	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	11	otu113076
otu62830	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	82.5	otu62830
otu13052	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	15.66666667	otu13052
otu76559	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	11.33333333	otu76559
otu11794	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	9	otu11794
otu107887	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	23.83333333	otu107887
otu32381	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	8	otu32381
otu3089	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	7.666666667	otu3089
otu49549	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	2.5	otu49549
otu94511	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	2	otu94511
otu97365	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	6.166666667	otu97365
